feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
-0.20596997974951536,0.19235387271358362,1.6708533858623722,-1.09497625326055,-0.1598246460196585,0.39900234285514685,0.5477323273670796,-0.6368764742064333,-0.2818448493970999,-1.2983159611681463,1
1.0712113633314817,0.6405033606008868,-2.1981471722335626,0.9786196966771823,-1.4660368028314226,-0.4293344596012091,-2.573999724389172,-1.6711471647953489,0.5363892188475762,0.7555959431583068,0
-3.7775906971957736,-2.354978293930657,4.201275171309205,-2.277471774754793,-0.6082752782228861,1.2692281315129785,1.0665198872508914,-0.546407619463673,-0.9384671057410849,-1.3932364417671042,0
-2.2583549668003053,2.011129515628623,,0.26285588485815303,-0.44001313917777496,1.027044338215402,1.0638484483650672,-2.1200872151201744,-0.43145564455988483,0.8915982735118984,0
0.8332730281783478,-2.9659555040156325,0.6041083225667706,1.99303445187411,-1.6563981349896724,-4.716606991335157,1.6470328621732984,-0.4895706470306716,-0.10346278984692345,0.6644002432154089,1
-0.6099273248380578,-0.8142675290981332,-0.27885836924708435,-0.6131725704715905,-1.6099496698040427,-0.1424883773899252,-0.7058523529368784,-0.15326055339930547,0.4764301667171248,1.1888673143116408,0
-2.8016483163739396,-1.7186229911767072,1.8977255707885967,-0.27939493906177615,0.5339613574788675,1.3715407024277257,-0.806944652919939,0.019545844798181757,-1.7680567191743972,-1.2899845761557076,0
0.09955602152310539,0.14662911215827812,-0.3904853445061093,-0.4278922563242047,-0.38917336020087046,-0.014837993858149169,0.35866880584495686,0.16648527257714707,0.435546318992364,0.8955685527068488,1
1.869943026015449,2.331648294505164,-2.812132116678724,2.037916481793076,-0.7358974834300611,-0.17484722104312253,-3.200667490583104,0.8848425828011585,0.13111932467514684,-0.32952309080899866,0
3.042490688200296,2.944125923555564,,-1.589382395745302,-1.681546206269806,-1.5182820476403331,2.6411652611471914,0.0637023597657709,0.2644816849513739,-0.4185329073817754,1
0.4321539881528049,4.285506434216188,1.6701601882122057,-1.4500026908797459,-5.332623159820108,-1.240599541304744,0.9004963047003886,0.9778475646543314,2.1209935658451093,-0.870406706270499,0
0.4701854470558644,0.03500998691412227,0.575533178070876,0.45339021888719044,-1.2569806321543566,-1.2183035542671956,-0.3079176112533082,0.641541644936012,0.6229440304133081,-0.8453568624659324,1
-3.7716076409634605,3.3361265784930025,2.4369718549295873,-0.36595839245895734,-1.9750559094825069,2.3833917049129623,-0.9165730161061239,0.6418941228586382,0.8931883472072516,-2.48499331256051,0
0.043877341775441,-0.4703890796824054,-0.3325976851722869,-1.7488367627230161,-0.3911184116983687,1.2296435650607511,-0.8466764062959844,-0.18859482914748824,0.28638674395539016,0.8410523240314323,0
-0.6275914125213712,-1.6271719321793212,3.478525313624816,-3.5656384601195525,-3.5832145637007127,-0.28379662367694036,-0.03218722997824108,-0.7704247991378789,1.6170449245216825,-1.1028972948286817,0
-0.5640113163363478,1.510173004767851,2.1237812447570885,-0.005089135777537335,-2.581701607536077,-1.3005448372824686,0.9077694042002902,2.7922088679099613,1.7649138055507714,-1.5740321222192635,0
0.7504636853897035,2.051880651137579,0.2490010580639936,0.8244036317353717,-1.626251115843934,-2.0574632711273426,2.0846177609645813,2.1245562298290137,-0.5161166418714347,0.15967265004573483,0
-0.41797642165763293,0.9113091492616718,1.359395142640389,1.1509696562083076,-1.1501632665717436,-1.5478182434504038,1.0229528680087048,0.87278741446961,0.9724439979180102,-1.304064999960253,0
3.513456190919903,3.282180315206568,-0.09874601920485596,-0.12243776081636637,-3.1621991058883685,-3.688902825822116,3.3028014888822947,1.3355704555367565,-0.32307574267702455,0.7080479616197359,1
0.537700136831337,0.7171472018164842,1.4639981848212267,-1.2535751674283828,0.17785379881536278,0.24811867337507154,1.2553860790029197,1.5142807357204837,-0.11965890247315014,-1.133150301573761,1
-0.7553611703876213,-1.6088815674768515,4.511866277792151,-1.111789697219172,-2.9578534469404443,-0.919664295618119,-1.9380062421949587,-1.153706323630364,-0.815909535148553,-4.571667560430811,0
